Product_Name,Brand,Model,Connectivity,Type,Keys_Count,Special_Keys,Colour,Features,Selling_Price,MRP,Discount,Rating,Reviews,URL
"Portronics Key2 Combo Wireless Keyboard and Mouse Set, with 2.4 GHz USB Receiver, Silent Keystrokes, 1200 DPI Optical Tracking, Compact Design, Multimedia Keys for PC, Laptop & USB Supported Devices (Grey)",Portronics,Key2 Combo Wireless Keyboard and Mouse Set,Wireless,Multimedia,,Yes,Grey,,918,"₹1,499₹1,499",,4.0 out of 5 stars,"14,849",https://www.amazon.in/Portronics-Multimedia-Wireless-Keyboard-Technology/dp/B0BHYJ8CVF/ref=sr_1_73?dib=eyJ2IjoiMSJ9.LbJ8-djivnGQeBurQ_fGxE3ZUKrjRGYgNO13Oq77VZNwQhuPI33oUVPD9GFHGwCDTgn427MUzdkBl2weRFkIMFbvIgZ1_Xj2tM0VCPICXeW3aeJEhOeXoy84_EEYasM08SryvT_BLs4U2AWiw_CLo3W8igLZE-X8QMGEVUSjv05O4HGcJb6bmkiNVt7PZXQp-PtSZsQslzw7oJHWkOqV-WXUiCxJWPnQthJ9EGMTLpk.JmKSIWJKCNbEItqyXeXqDVD8hOpq9zb6Tj1ni2Qsyr4&dib_tag=se&keywords=keyboards&qid=1758608174&sr=8-73
EvoFox Deathray TKL RGB Gaming Keyboard | 16 Million True Prism Colors | 7 Backlight Effects and One Custom Effect | Silent Membrane Keys | Anti Ghosting & Windows Lock Key | Braided Cable (Black),EvoFox,Deathray TKL RGB Gaming Keyboard,,Gaming,,No,Black,,769,"₹1,499₹1,499",,4.2 out of 5 stars,"1,599",https://www.amazon.in/EvoFox-Deathray-Keyboard-Backlight-Membrane/dp/B0C8N3Q2K9/ref=sr_1_74?dib=eyJ2IjoiMSJ9.LbJ8-djivnGQeBurQ_fGxE3ZUKrjRGYgNO13Oq77VZNwQhuPI33oUVPD9GFHGwCDTgn427MUzdkBl2weRFkIMFbvIgZ1_Xj2tM0VCPICXeW3aeJEhOeXoy84_EEYasM08SryvT_BLs4U2AWiw_CLo3W8igLZE-X8QMGEVUSjv05O4HGcJb6bmkiNVt7PZXQp-PtSZsQslzw7oJHWkOqV-WXUiCxJWPnQthJ9EGMTLpk.JmKSIWJKCNbEItqyXeXqDVD8hOpq9zb6Tj1ni2Qsyr4&dib_tag=se&keywords=keyboards&qid=1758608174&sr=8-74
Let us know,Let,,,,,No,,,"2,599","₹4,999₹4,999",,4.6 out of 5 stars,51,https://www.amazon.in#
Let us know,Let,,,,,No,,,"2,999","₹6,000₹6,000",,4.1 out of 5 stars,282,https://www.amazon.in#
ANT WK150 Ergonomic Foldable Wireless Bluetooth Keyboard Split Travel Keyboard Wireless Rechargeable Portable Wireless Keyboard Compatible with iOS Android Windows Smartphone Tablet or Laptop-Black,ANT,WK150 Ergonomic Foldable Wireless Bluetooth Keyboard Split Travel Keyboard Wireless Rechargeable Portable Wireless Keyboard Compatible with iOS Android Windows Smartphone Tablet or Laptop,Wireless,,,No,Blue,Ergonomic,749,"₹2,999₹2,999",,3.8 out of 5 stars,110,https://www.amazon.in/Ergonomic-Rechargeable-Compatible-Smartphone-Laptop-Black/dp/B0DKJRMKYG/ref=sr_1_77?dib=eyJ2IjoiMSJ9.LbJ8-djivnGQeBurQ_fGxE3ZUKrjRGYgNO13Oq77VZNwQhuPI33oUVPD9GFHGwCDTgn427MUzdkBl2weRFkIMFbvIgZ1_Xj2tM0VCPICXeW3aeJEhOeXoy84_EEYasM08SryvT_BLs4U2AWiw_CLo3W8igLZE-X8QMGEVUSjv05O4HGcJb6bmkiNVt7PZXQp-PtSZsQslzw7oJHWkOqV-WXUiCxJWPnQthJ9EGMTLpk.JmKSIWJKCNbEItqyXeXqDVD8hOpq9zb6Tj1ni2Qsyr4&dib_tag=se&keywords=keyboards&qid=1758608174&sr=8-77
TVS ELECTRONICS Champ Wired Keyboard (Black),TVS,,Wired,,,No,red,,530,₹990₹990,,4.1 out of 5 stars,"1,621",https://www.amazon.in/Tvs-Champ-1-CHAMP-KEYBOARD/dp/B00HD4EMDM/ref=sr_1_78?dib=eyJ2IjoiMSJ9.LbJ8-djivnGQeBurQ_fGxE3ZUKrjRGYgNO13Oq77VZNwQhuPI33oUVPD9GFHGwCDTgn427MUzdkBl2weRFkIMFbvIgZ1_Xj2tM0VCPICXeW3aeJEhOeXoy84_EEYasM08SryvT_BLs4U2AWiw_CLo3W8igLZE-X8QMGEVUSjv05O4HGcJb6bmkiNVt7PZXQp-PtSZsQslzw7oJHWkOqV-WXUiCxJWPnQthJ9EGMTLpk.JmKSIWJKCNbEItqyXeXqDVD8hOpq9zb6Tj1ni2Qsyr4&dib_tag=se&keywords=keyboards&qid=1758608174&sr=8-78
"FRONTECH Wired Gaming Combo Keyboard and Optical Mouse with RGB Backlight Effects| 104 Membrane Keys | USB Plug & Play | Ergonomic & Comfortable Design (KB-0040, Black)",FRONTECH,Wired Gaming Combo Keyboard and Optical Mouse with RGB Backlight Effects,Wired,Gaming,,No,red,Ergonomic,519,"₹2,000₹2,000",,3.4 out of 5 stars,466,https://www.amazon.in/FRONTECH-Backlight-Ergonomic-Comfortable-KB-0040/dp/B0CTMQ7SCD/ref=sr_1_79?dib=eyJ2IjoiMSJ9.LbJ8-djivnGQeBurQ_fGxE3ZUKrjRGYgNO13Oq77VZNwQhuPI33oUVPD9GFHGwCDTgn427MUzdkBl2weRFkIMFbvIgZ1_Xj2tM0VCPICXeW3aeJEhOeXoy84_EEYasM08SryvT_BLs4U2AWiw_CLo3W8igLZE-X8QMGEVUSjv05O4HGcJb6bmkiNVt7PZXQp-PtSZsQslzw7oJHWkOqV-WXUiCxJWPnQthJ9EGMTLpk.JmKSIWJKCNbEItqyXeXqDVD8hOpq9zb6Tj1ni2Qsyr4&dib_tag=se&keywords=keyboards&qid=1758608174&sr=8-79
Redragon Kumara K552 Rainbow LED Backlit TKL Ten Key-Less Mechanical Wired Gaming Keyboard Without Numlock Keys (Black),Redragon,Kumara K552 Rainbow LED Backlit TKL Ten Key,Wired,Mechanical,,No,Red,,"1,989","₹3,490₹3,490",,4.3 out of 5 stars,"32,491",https://www.amazon.in/Redragon-KUMARA-Backlit-Mechanical-Keyboard/dp/B016MAK38U/ref=sr_1_80?dib=eyJ2IjoiMSJ9.LbJ8-djivnGQeBurQ_fGxE3ZUKrjRGYgNO13Oq77VZNwQhuPI33oUVPD9GFHGwCDTgn427MUzdkBl2weRFkIMFbvIgZ1_Xj2tM0VCPICXeW3aeJEhOeXoy84_EEYasM08SryvT_BLs4U2AWiw_CLo3W8igLZE-X8QMGEVUSjv05O4HGcJb6bmkiNVt7PZXQp-PtSZsQslzw7oJHWkOqV-WXUiCxJWPnQthJ9EGMTLpk.JmKSIWJKCNbEItqyXeXqDVD8hOpq9zb6Tj1ni2Qsyr4&dib_tag=se&keywords=keyboards&qid=1758608174&sr=8-80
"Kreo Swarm 75% Wireless Mechanical Keyboard with Pre-lubed Switches, 5-pin Hot Swap PCB and 5 Layers Sound Absorption (White Purple, Huano Speed Switches)",Kreo,,Wireless,Mechanical,,No,White,,"5,001","₹10,000₹10,000",,4.4 out of 5 stars,287,https://www.amazon.in/Kreo-Wireless-Mechanical-Pre-lubed-Absorption/dp/B0D83LDF9N/ref=sr_1_81?dib=eyJ2IjoiMSJ9.LbJ8-djivnGQeBurQ_fGxE3ZUKrjRGYgNO13Oq77VZNwQhuPI33oUVPD9GFHGwCDTgn427MUzdkBl2weRFkIMFbvIgZ1_Xj2tM0VCPICXeW3aeJEhOeXoy84_EEYasM08SryvT_BLs4U2AWiw_CLo3W8igLZE-X8QMGEVUSjv05O4HGcJb6bmkiNVt7PZXQp-PtSZsQslzw7oJHWkOqV-WXUiCxJWPnQthJ9EGMTLpk.JmKSIWJKCNbEItqyXeXqDVD8hOpq9zb6Tj1ni2Qsyr4&dib_tag=se&keywords=keyboards&qid=1758608174&sr=8-81
"Acer Clearview Curved Transparent Wireless Rechargeable Keyboard I Dual Connection Bluetooth + 2.4 G I Multi-Device Connection with 3 Bluetooth Connect I Supports iOS, Android, Windows, MAC System",Acer,,Wireless,,,No,Blue,,"1,899","₹4,000₹4,000",,4.0 out of 5 stars,137,https://www.amazon.in/Acer-Transparent-Rechargeable-Connection-Multi-Device/dp/B0DP1FCHQ9/ref=sr_1_82?dib=eyJ2IjoiMSJ9.LbJ8-djivnGQeBurQ_fGxE3ZUKrjRGYgNO13Oq77VZNwQhuPI33oUVPD9GFHGwCDTgn427MUzdkBl2weRFkIMFbvIgZ1_Xj2tM0VCPICXeW3aeJEhOeXoy84_EEYasM08SryvT_BLs4U2AWiw_CLo3W8igLZE-X8QMGEVUSjv05O4HGcJb6bmkiNVt7PZXQp-PtSZsQslzw7oJHWkOqV-WXUiCxJWPnQthJ9EGMTLpk.JmKSIWJKCNbEItqyXeXqDVD8hOpq9zb6Tj1ni2Qsyr4&dib_tag=se&keywords=keyboards&qid=1758608174&sr=8-82
"Portronics Bubble 2.0 Wireless Keyboard with Bluetooth + 2.4 GHz Receiver, Connect 3 Devices, Compact TKL Size, 10m Working Range, Function Shortcut Keys, for Laptop, PC, Smartphone, Tablet (Grey)",Portronics,,Wireless,,,No,Blue,,999,"₹2,499₹2,499",,3.9 out of 5 stars,341,https://www.amazon.in/Portronics-Wireless-Keyboard-Bluetooth-Smartphone/dp/B0CR4B9PLL/ref=sr_1_83?dib=eyJ2IjoiMSJ9.LbJ8-djivnGQeBurQ_fGxE3ZUKrjRGYgNO13Oq77VZNwQhuPI33oUVPD9GFHGwCDTgn427MUzdkBl2weRFkIMFbvIgZ1_Xj2tM0VCPICXeW3aeJEhOeXoy84_EEYasM08SryvT_BLs4U2AWiw_CLo3W8igLZE-X8QMGEVUSjv05O4HGcJb6bmkiNVt7PZXQp-PtSZsQslzw7oJHWkOqV-WXUiCxJWPnQthJ9EGMTLpk.JmKSIWJKCNbEItqyXeXqDVD8hOpq9zb6Tj1ni2Qsyr4&dib_tag=se&keywords=keyboards&qid=1758608174&sr=8-83
"Logitech MK215 Wireless Keyboard and Mouse Combo, 2.4 GHz Wireless, 3 Years Warranty, Compact Design, 2-Year Battery Life(Keyboard),5 Month Battery Life(Mouse) PC/Laptop- Black",Logitech,MK215 Wireless Keyboard and Mouse Combo,Wireless,,,No,Black,,999,"₹1,945₹1,945",,4.1 out of 5 stars,"30,413",https://www.amazon.in/Logitech-MK215-Wireless-Keyboard-Mouse/dp/B012MQS060/ref=sr_1_84?dib=eyJ2IjoiMSJ9.LbJ8-djivnGQeBurQ_fGxE3ZUKrjRGYgNO13Oq77VZNwQhuPI33oUVPD9GFHGwCDTgn427MUzdkBl2weRFkIMFbvIgZ1_Xj2tM0VCPICXeW3aeJEhOeXoy84_EEYasM08SryvT_BLs4U2AWiw_CLo3W8igLZE-X8QMGEVUSjv05O4HGcJb6bmkiNVt7PZXQp-PtSZsQslzw7oJHWkOqV-WXUiCxJWPnQthJ9EGMTLpk.JmKSIWJKCNbEItqyXeXqDVD8hOpq9zb6Tj1ni2Qsyr4&dib_tag=se&keywords=keyboards&qid=1758608174&sr=8-84
Let us know,Let,,,,,No,,,"1,499","₹2,499₹2,499",,4.2 out of 5 stars,"1,326",https://www.amazon.in#
Let us know,Let,,,,,No,,,539,₹649₹649,,4.3 out of 5 stars,"39,095",https://www.amazon.in#
Let us know,Let,,,,,No,,,"2,995","₹4,195₹4,195",,4.3 out of 5 stars,827,https://www.amazon.in#
Let us know,Let,,,,,No,,,698,"₹1,299₹1,299",,4.0 out of 5 stars,"7,721",https://www.amazon.in#
"Eklectik Vintage Typewriter Keyboard Wireless Bluetooth, Mechanical 83-Key, 14 LED Lighting Modes, USB-C, Blue Switches, Wired or Wireless Keyboard, Compatible with PC, Laptops, Tablets",Eklectik,Vintage Typewriter Keyboard Wireless Bluetooth,Wireless,Mechanical,,No,Blue,,"19,930","₹24,930₹24,930",,4.2 out of 5 stars,48,https://www.amazon.in/Eklectik-Typewriter-Mechanical-Bluetooth-Compatible/dp/B0BXFQCQ5R/ref=sr_1_83?dib=eyJ2IjoiMSJ9.y7a5aEabYcnN9oU3RVZqA7Uy5RaMJOF1HuyXBH6k1CE5lmV8oRDHzxb_KJHWPk99WWEjU1gg5yCjDFs5gBV_t0cZ8CwsAepEWR4SAuNmg4LHiqBIokIifrhgnmbcybyVElLatS7iLCmDTdrgKQCkF-jISn3NQ7FlAhF-HaKUJ3C40rSu7UI0yzEgtp1cR25qOa8zLHv9jC61iCxoT3aM3qDRh1YVLc3WgLjxVzHKX0E.zpcwYXUyi9DUM8WUPoTXI34OONmOQyBs-qQWlN_Bj0U&dib_tag=se&keywords=keyboards&qid=1758608179&sr=8-83
"Logitech Pebble Keys 2 K380s, Multi-Device Bluetooth Wireless Keyboard with Customisable Shortcuts, Slim and Portable, Easy-Switch for Windows, macOS, iPadOS, Android, Chrome OS - Tonal White",Logitech,Pebble Keys 2 K380s,Wireless,,,No,Blue,Slim,"2,995","₹4,195₹4,195",,4.3 out of 5 stars,827,https://www.amazon.in/Logitech-Multi-Device-Bluetooth-Customisable-Easy-Switch/dp/B0CGCZS414/ref=sr_1_84?dib=eyJ2IjoiMSJ9.y7a5aEabYcnN9oU3RVZqA7Uy5RaMJOF1HuyXBH6k1CE5lmV8oRDHzxb_KJHWPk99WWEjU1gg5yCjDFs5gBV_t0cZ8CwsAepEWR4SAuNmg4LHiqBIokIifrhgnmbcybyVElLatS7iLCmDTdrgKQCkF-jISn3NQ7FlAhF-HaKUJ3C40rSu7UI0yzEgtp1cR25qOa8zLHv9jC61iCxoT3aM3qDRh1YVLc3WgLjxVzHKX0E.zpcwYXUyi9DUM8WUPoTXI34OONmOQyBs-qQWlN_Bj0U&dib_tag=se&keywords=keyboards&qid=1758608179&sr=8-84
"EvoFox Ronin Wireless Mechanical Keyboard (BT+2.4GHz+Wired) | 9 Layer Gasket Structure, Outemu Red Switches, Per-Key RGB, 1000Hz, nKey Rollover, Volume Controller | Windows Software (White)",EvoFox,,Wireless,Mechanical,,No,red,,"3,698","₹4,299₹4,299",,4.4 out of 5 stars,334,https://www.amazon.in/EvoFox-Wireless-Mechanical-Structure-Controller/dp/B0DGVBFZTS/ref=sr_1_85?dib=eyJ2IjoiMSJ9.y7a5aEabYcnN9oU3RVZqA7Uy5RaMJOF1HuyXBH6k1CE5lmV8oRDHzxb_KJHWPk99WWEjU1gg5yCjDFs5gBV_t0cZ8CwsAepEWR4SAuNmg4LHiqBIokIifrhgnmbcybyVElLatS7iLCmDTdrgKQCkF-jISn3NQ7FlAhF-HaKUJ3C40rSu7UI0yzEgtp1cR25qOa8zLHv9jC61iCxoT3aM3qDRh1YVLc3WgLjxVzHKX0E.zpcwYXUyi9DUM8WUPoTXI34OONmOQyBs-qQWlN_Bj0U&dib_tag=se&keywords=keyboards&qid=1758608179&sr=8-85
Cosmic Byte CB-GK-27 Vanth Mechanical Keyboard Upgraded with Swappable Outemu Blue Switches and Rainbow LED (Black/Grey),Cosmic,Byte CB,,Mechanical,,No,Blue,,"1,599","₹2,299₹2,299",,4.1 out of 5 stars,"3,258",https://www.amazon.in/Cosmic-Byte-CB-GK-27-Mechanical-Keyboard/dp/B09MQZY875/ref=sr_1_86?dib=eyJ2IjoiMSJ9.y7a5aEabYcnN9oU3RVZqA7Uy5RaMJOF1HuyXBH6k1CE5lmV8oRDHzxb_KJHWPk99WWEjU1gg5yCjDFs5gBV_t0cZ8CwsAepEWR4SAuNmg4LHiqBIokIifrhgnmbcybyVElLatS7iLCmDTdrgKQCkF-jISn3NQ7FlAhF-HaKUJ3C40rSu7UI0yzEgtp1cR25qOa8zLHv9jC61iCxoT3aM3qDRh1YVLc3WgLjxVzHKX0E.zpcwYXUyi9DUM8WUPoTXI34OONmOQyBs-qQWlN_Bj0U&dib_tag=se&keywords=keyboards&qid=1758608179&sr=8-86
Cosmic Byte CB-GK-25 Pandora TKL Mechanical Keyboard Upgraded with Swappable Outemu Blue Switches and Rainbow LED (Black/Grey),Cosmic,Byte CB,,Mechanical,,No,Blue,,"1,499","₹2,149₹2,149",,4.1 out of 5 stars,"3,258",https://www.amazon.in/Cosmic-Byte-CB-GK-25-Mechanical-Keyboard/dp/B09MR39TX2/ref=sr_1_87?dib=eyJ2IjoiMSJ9.y7a5aEabYcnN9oU3RVZqA7Uy5RaMJOF1HuyXBH6k1CE5lmV8oRDHzxb_KJHWPk99WWEjU1gg5yCjDFs5gBV_t0cZ8CwsAepEWR4SAuNmg4LHiqBIokIifrhgnmbcybyVElLatS7iLCmDTdrgKQCkF-jISn3NQ7FlAhF-HaKUJ3C40rSu7UI0yzEgtp1cR25qOa8zLHv9jC61iCxoT3aM3qDRh1YVLc3WgLjxVzHKX0E.zpcwYXUyi9DUM8WUPoTXI34OONmOQyBs-qQWlN_Bj0U&dib_tag=se&keywords=keyboards&qid=1758608179&sr=8-87
"Redragon K673 PRO 75% Wireless Gasket RGB Gaming Keyboard, 3-Modes 81 Keys Compact Mechanical Keyboard w/Hot-Swap Socket, Dedicated Knob Control & Sound Absorbing Pads, Linear Red Switch",Redragon,,Wireless,Mechanical,81 Keys,No,Red,,"4,502","₹5,990₹5,990",,4.6 out of 5 stars,"1,297",https://www.amazon.in/Redragon-K673-Mechanical-Dedicated-Absorbing/dp/B0CDX5XGLK/ref=sr_1_88?dib=eyJ2IjoiMSJ9.y7a5aEabYcnN9oU3RVZqA7Uy5RaMJOF1HuyXBH6k1CE5lmV8oRDHzxb_KJHWPk99WWEjU1gg5yCjDFs5gBV_t0cZ8CwsAepEWR4SAuNmg4LHiqBIokIifrhgnmbcybyVElLatS7iLCmDTdrgKQCkF-jISn3NQ7FlAhF-HaKUJ3C40rSu7UI0yzEgtp1cR25qOa8zLHv9jC61iCxoT3aM3qDRh1YVLc3WgLjxVzHKX0E.zpcwYXUyi9DUM8WUPoTXI34OONmOQyBs-qQWlN_Bj0U&dib_tag=se&keywords=keyboards&qid=1758608179&sr=8-88
"EVM EnEdge 9.7 inch Wireless Rechargeable Keyboard - Bluetooth 5.0 with Type-C Interface, Ultra-Slim & Lightweight, Compatible with Tablets, Smartphones WLKM",EVM,,Wireless,,,No,Blue,Slim,549,"₹1,249₹1,249",,3.7 out of 5 stars,87,https://www.amazon.in/EVM-EnEdge-Wireless-Rechargeable-Keyboard/dp/B0DBZ99WXV/ref=sr_1_89?dib=eyJ2IjoiMSJ9.y7a5aEabYcnN9oU3RVZqA7Uy5RaMJOF1HuyXBH6k1CE5lmV8oRDHzxb_KJHWPk99WWEjU1gg5yCjDFs5gBV_t0cZ8CwsAepEWR4SAuNmg4LHiqBIokIifrhgnmbcybyVElLatS7iLCmDTdrgKQCkF-jISn3NQ7FlAhF-HaKUJ3C40rSu7UI0yzEgtp1cR25qOa8zLHv9jC61iCxoT3aM3qDRh1YVLc3WgLjxVzHKX0E.zpcwYXUyi9DUM8WUPoTXI34OONmOQyBs-qQWlN_Bj0U&dib_tag=se&keywords=keyboards&qid=1758608179&sr=8-89
"Keychron K3 Version 3 QMK Low Profile Mechanical Keyboard Wireless, 84 Keys Programmable Bluetooth 5.2/Wired Connection, Shine-Through Keycaps RGB Backlit Compatible with Mac Windows Linux",Keychron,K3 Version 3 QMK Low Profile Mechanical Keyboard Wireless,Wireless,Mechanical,84 Keys,No,Blue,Programmable,"22,795","₹29,795₹29,795",,4.1 out of 5 stars,9,https://www.amazon.in/Keychron-Mechanical-Programmable-Connection-Shine-Through/dp/B0DBVBVVV2/ref=sr_1_90?dib=eyJ2IjoiMSJ9.y7a5aEabYcnN9oU3RVZqA7Uy5RaMJOF1HuyXBH6k1CE5lmV8oRDHzxb_KJHWPk99WWEjU1gg5yCjDFs5gBV_t0cZ8CwsAepEWR4SAuNmg4LHiqBIokIifrhgnmbcybyVElLatS7iLCmDTdrgKQCkF-jISn3NQ7FlAhF-HaKUJ3C40rSu7UI0yzEgtp1cR25qOa8zLHv9jC61iCxoT3aM3qDRh1YVLc3WgLjxVzHKX0E.zpcwYXUyi9DUM8WUPoTXI34OONmOQyBs-qQWlN_Bj0U&dib_tag=se&keywords=keyboards&qid=1758608179&sr=8-90
Let us know,Let,,,,,No,,,"1,499","₹2,499₹2,499",,4.2 out of 5 stars,"1,326",https://www.amazon.in#
Let us know,Let,,,,,No,,,539,₹649₹649,,4.3 out of 5 stars,"39,095",https://www.amazon.in#
"amazon basics Wired Keyboard with 104 Keys for Windows, Mac OS Computer",amazon,basics Wired Keyboard with 104 Keys for Windows,Wired,,104 Keys,No,red,,349,"₹1,599₹1,599",,4.1 out of 5 stars,621,https://www.amazon.in/Amazon-Basics-Keyboard-Windows-Computer/dp/B0BWF9Q364/ref=sr_1_93?dib=eyJ2IjoiMSJ9.y7a5aEabYcnN9oU3RVZqA7Uy5RaMJOF1HuyXBH6k1CE5lmV8oRDHzxb_KJHWPk99WWEjU1gg5yCjDFs5gBV_t0cZ8CwsAepEWR4SAuNmg4LHiqBIokIifrhgnmbcybyVElLatS7iLCmDTdrgKQCkF-jISn3NQ7FlAhF-HaKUJ3C40rSu7UI0yzEgtp1cR25qOa8zLHv9jC61iCxoT3aM3qDRh1YVLc3WgLjxVzHKX0E.zpcwYXUyi9DUM8WUPoTXI34OONmOQyBs-qQWlN_Bj0U&dib_tag=se&keywords=keyboards&qid=1758608179&sr=8-93
"HP K300 Backlit Membrane Wired Gaming Keyboard with Mixed Color Lighting, 4 LED Indicators, Matte Finish Double Injection Key Caps and Windows Lock Key / 3 Years Warranty(4QM95AA)",HP,K300 Backlit Membrane Wired Gaming Keyboard with Mixed Color Lighting,Wired,Gaming,,No,red,,899,"₹2,199₹2,199",,4.1 out of 5 stars,"3,160",https://www.amazon.in/HP-K300-Gaming-Keyboard-4QM95AA/dp/B08497X176/ref=sr_1_94?dib=eyJ2IjoiMSJ9.y7a5aEabYcnN9oU3RVZqA7Uy5RaMJOF1HuyXBH6k1CE5lmV8oRDHzxb_KJHWPk99WWEjU1gg5yCjDFs5gBV_t0cZ8CwsAepEWR4SAuNmg4LHiqBIokIifrhgnmbcybyVElLatS7iLCmDTdrgKQCkF-jISn3NQ7FlAhF-HaKUJ3C40rSu7UI0yzEgtp1cR25qOa8zLHv9jC61iCxoT3aM3qDRh1YVLc3WgLjxVzHKX0E.zpcwYXUyi9DUM8WUPoTXI34OONmOQyBs-qQWlN_Bj0U&dib_tag=se&keywords=keyboards&qid=1758608179&sr=8-94
"ZEBRONICS Newly launched Companion 301 2.4GHz Wireless Keyboard & Mouse Combo with UV Printed, Retro Style Keys, 104 + 12 Integrated Multimedia Keys, 1600 DPI, High Precision (Aqua Green)",ZEBRONICS,,Wireless,Multimedia,,Yes,,,"1,099","₹3,399₹3,399",,3.8 out of 5 stars,"1,349",https://www.amazon.in/ZEBRONICS-Companion-301-Integrated-Multimedia/dp/B0CKYXGFZN/ref=sr_1_95?dib=eyJ2IjoiMSJ9.y7a5aEabYcnN9oU3RVZqA7Uy5RaMJOF1HuyXBH6k1CE5lmV8oRDHzxb_KJHWPk99WWEjU1gg5yCjDFs5gBV_t0cZ8CwsAepEWR4SAuNmg4LHiqBIokIifrhgnmbcybyVElLatS7iLCmDTdrgKQCkF-jISn3NQ7FlAhF-HaKUJ3C40rSu7UI0yzEgtp1cR25qOa8zLHv9jC61iCxoT3aM3qDRh1YVLc3WgLjxVzHKX0E.zpcwYXUyi9DUM8WUPoTXI34OONmOQyBs-qQWlN_Bj0U&dib_tag=se&keywords=keyboards&qid=1758608179&sr=8-95
"HP K290 Wireless Keyboard, Black",HP,K290 Wireless Keyboard,Wireless,,,No,Black,,749,"₹1,299₹1,299",,4.0 out of 5 stars,60,https://www.amazon.in/HP-K290-Wireless-Keyboard-Black/dp/B0DXPGDT6D/ref=sr_1_96?dib=eyJ2IjoiMSJ9.y7a5aEabYcnN9oU3RVZqA7Uy5RaMJOF1HuyXBH6k1CE5lmV8oRDHzxb_KJHWPk99WWEjU1gg5yCjDFs5gBV_t0cZ8CwsAepEWR4SAuNmg4LHiqBIokIifrhgnmbcybyVElLatS7iLCmDTdrgKQCkF-jISn3NQ7FlAhF-HaKUJ3C40rSu7UI0yzEgtp1cR25qOa8zLHv9jC61iCxoT3aM3qDRh1YVLc3WgLjxVzHKX0E.zpcwYXUyi9DUM8WUPoTXI34OONmOQyBs-qQWlN_Bj0U&dib_tag=se&keywords=keyboards&qid=1758608179&sr=8-96
"Ant Esports KM 1410 Wired Gaming Keyboard and Mouse Combo, RGB LED Backlit, 25 Keys Anti-ghosting Water Resistant Membrane Keyboard",Ant,Esports KM 1410 Wired Gaming Keyboard and Mouse Combo,Wired,Gaming,25 Keys,No,red,,659,"₹1,599₹1,599",,4.0 out of 5 stars,526,https://www.amazon.in/Ant-Esports-Keyboard-Anti-ghosting-Resistant/dp/B0FG2PNPZY/ref=sr_1_97?dib=eyJ2IjoiMSJ9.y7a5aEabYcnN9oU3RVZqA7Uy5RaMJOF1HuyXBH6k1CE5lmV8oRDHzxb_KJHWPk99WWEjU1gg5yCjDFs5gBV_t0cZ8CwsAepEWR4SAuNmg4LHiqBIokIifrhgnmbcybyVElLatS7iLCmDTdrgKQCkF-jISn3NQ7FlAhF-HaKUJ3C40rSu7UI0yzEgtp1cR25qOa8zLHv9jC61iCxoT3aM3qDRh1YVLc3WgLjxVzHKX0E.zpcwYXUyi9DUM8WUPoTXI34OONmOQyBs-qQWlN_Bj0U&dib_tag=se&keywords=keyboards&qid=1758608179&sr=8-97
"Logitech MK270r Wireless Keyboard and Mouse Combo for Windows, 2.4 GHz Wireless, Spill-resistant Design, 8 Multimedia & Shortcut Keys, 2-Year Battery Life, PC/Laptop- Black",Logitech,MK270r Wireless Keyboard and Mouse Combo for Windows,Wireless,Multimedia,,No,Black,Spill,"1,295","₹2,495₹2,495",,4.1 out of 5 stars,"22,362",https://www.amazon.in/Logitech-Wireless-mk270r-Keyboard-Mouse/dp/B00CEQEGPI/ref=sr_1_98?dib=eyJ2IjoiMSJ9.y7a5aEabYcnN9oU3RVZqA7Uy5RaMJOF1HuyXBH6k1CE5lmV8oRDHzxb_KJHWPk99WWEjU1gg5yCjDFs5gBV_t0cZ8CwsAepEWR4SAuNmg4LHiqBIokIifrhgnmbcybyVElLatS7iLCmDTdrgKQCkF-jISn3NQ7FlAhF-HaKUJ3C40rSu7UI0yzEgtp1cR25qOa8zLHv9jC61iCxoT3aM3qDRh1YVLc3WgLjxVzHKX0E.zpcwYXUyi9DUM8WUPoTXI34OONmOQyBs-qQWlN_Bj0U&dib_tag=se&keywords=keyboards&qid=1758608179&sr=8-98
"Logitech G G213 Prodigy USB Gaming Keyboard with LIGHTSYNC RGB Backlit Keys, Spill-Resistant, Customizable Keys, Dedicated Multi-Media Keys (Black)",Logitech,G G213 Prodigy USB Gaming Keyboard with LIGHTSYNC RGB Backlit Keys,Wired,Gaming,,No,Black,Spill,"3,799","₹5,295₹5,295",,4.5 out of 5 stars,"6,464",https://www.amazon.in/Logitech-LIGHTSYNC-Spill-Resistant-Customizable-Multi-Media/dp/B01K48R5V4/ref=sr_1_99?dib=eyJ2IjoiMSJ9.y7a5aEabYcnN9oU3RVZqA7Uy5RaMJOF1HuyXBH6k1CE5lmV8oRDHzxb_KJHWPk99WWEjU1gg5yCjDFs5gBV_t0cZ8CwsAepEWR4SAuNmg4LHiqBIokIifrhgnmbcybyVElLatS7iLCmDTdrgKQCkF-jISn3NQ7FlAhF-HaKUJ3C40rSu7UI0yzEgtp1cR25qOa8zLHv9jC61iCxoT3aM3qDRh1YVLc3WgLjxVzHKX0E.zpcwYXUyi9DUM8WUPoTXI34OONmOQyBs-qQWlN_Bj0U&dib_tag=se&keywords=keyboards&qid=1758608179&sr=8-99
